ItemName,ItemPrice,Currency,Category,Vendor,Station,FuelPrice,System,slug
Spidersilk Fatigues,4557.89,credits,Armor,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,spidersilk-fatigues
Agi T02-V002-10.31-0.075,3146.04,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,standard-agility-stim-v22002
Civ T02-V003-7.20x2-0.075,3223.40,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,standard-multi-stim-v2-2-003
Civ T02-V005-7.20x2-0.075,3223.40,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,standard-multi-stim-v2-2-005
Civ T02-V009-7.88x2-0.05,3242.74,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,strong-multi-stim-v2-3-009
Civ T02-V010-7.20x2-0.1,3223.40,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,minor-multi-stim-v2-1-010
Civ T02-V011-5.25x3-0.05,3242.74,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,strong-multi-stim-v23011
Civ T02-V013-5.25x3-0.05,3242.74,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,strong-multi-stim-v2-3-013
Civ T02-V018-7.88x2-0.05,3242.74,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,strong-multi-stim-v2-3-018
Civ T02-V021-4.80x3-0.1,3223.40,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,minor-multi-stim-v21021
Sta T02-V004-11.25-0.05,3165.38,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,strong-stamina-stim-v23004
Sta T02-V004-14.06-0.075,3216.95,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,standard-stamina-stim-v3-2-004
Sta T02-V004-9.00-0.075,3126.70,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,standard-stamina-stim-v12004
Str T02-V001-10.31-0.1,3146.04,credits,Medical,Sol's Finest Haberdashery(etc),Nouveau Limoges,2417.66,Sol,minor-strength-stim-v21001
3D Printer Brush Attachment,4100.16,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,3d-printer-brush-attachment
Bell-Bowl Club,4029.25,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,bell-bowl-club
Crop DusterV2,7426.71,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,crop-dusterv2
Electric Charged Fence Post,12055.52,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,electric-charged-fence-post
Epee,4686.82,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,epee
Knuckle Irons,4770.63,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,knuckle-irons
Truncheon,7239.76,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,truncheon
Trusty Hand,7452.50,credits,Weapon,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,trusty-field-hand
Amber Aegis: BD30,42046.03,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,amber-aegis-bd30
Amber Aegis: BD31,41710.80,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,amber-aegis-bd31
Anti-Energy Flak Jacket,4873.78,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,anti-energy-flak-jacket
Anti-Energy Kaftan,4396.72,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,anti-energy-kaftan
Anti-Energy Kataginu,7297.78,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,anti-energy-kataginu
Arc Dodger Suit,4938.25,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,arc-dodger-suit
Gaule Heavy Combat Suit,1302,bonds,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,gaule-heavy-combat-suit
PVC Pipe Suit,4300.02,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,pvc-pipe-suit
Ruins Diving Suit,4003.46,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,ruins-diving-suit
Spidersilk Robes,4467.63,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,spidersilk-robes
Studded Leather,4622.36,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,studded-leather
Whispering Robes,4306.46,credits,Armor,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,whispering-robes
Agi T02-V002-9.75-0.05,3139.59,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,strong-agility-stim-v13002
Civ T02-V005-7.88x2-0.05,3242.74,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,strong-multi-stim-v23005
Civ T02-V006-7.88x2-0.05,3242.74,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,strong-multi-stim-v2-3-006
Civ T02-V012-7.88x2-0.05,3242.74,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,strong-multi-stim-v2-3-012
Str T02-V001-11.25-0.05,3165.38,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,strong-strength-stim-v23001
Str T02-V001-8.25-0.1,3113.80,credits,Medical,Emporium of Finest Goods,Nouveau Limoges,2417.66,Sol,minor-strength-stim-v11001
Aged Stun Baton,126.97,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,aged-stun-baton
Carby,126.97,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,carby
Charged-Tip Copper Pipe,124.35,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,charged-tip-copper-pipe
Crate Hammer,137.44,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,crate-hammer
Crude Charge Maul,463.39,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,crude-charge-maul
Filtration Pipe,462.08,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,filtration-pipe
G-007E,248.71,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,g-007e
Kiyoshi Stick,252.64,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,kiyoshi-stick
New Notthingham Tipstaff,256.56,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,new-notthingham-tipstaff
Old Shoe,124.35,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,old-shoe
Pulse Rifle,243.47,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,pulse-rifle
Rusted Butterfly Knife,251.33,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,rusted-butterfly-knife
Shank,132.21,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,shank
Small Pylon Brace,125.66,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,small-pylon-brace
Thin Steel Pole,126.97,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,thin-steel-pole
Wheel Brace Mace,130.90,credits,Weapon,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,wheel-brace-mace
Alamin Kinetic Vest,115.19,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,alamin-kinetic-vest
Amber Aegis: BD32,6445.52,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,amber-aegis-bd32
Anti-Energy Coat,247.40,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,anti-energy-coat
Anti-Energy Jump Suit,246.09,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,anti-energy-jump-suit
Anti-Energy Suit,460.77,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,anti-energy-suit
Enhanced Trench,464.69,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,enhanced-trench
Flak jacket,107.34,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,flak-jacket
Leather Armor,253.95,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,leather-armor
Leather Trench Coat,257.87,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,leather-trench-coat
Lightly Padded Coat,244.78,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,lightly-padded-coat
Padded Anti-Energy Vest,464.69,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,padded-anti-energy-vest
Rusted Cuirass,119.12,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,rusted-cuirass
Worn Diffusion Armor,143.99,credits,Armor,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,worn-diffusion-armor
Mil T01-V031-3.10-2.90x3-2.70-0.035,12,bonds,Medical,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,minor-military-stim-v21031
Capacitor,1.18,credits,Trade Good,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,capacitor
Nanowire,1.15,credits,Trade Good,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,nanowire
"""Last Longer"" Chew bar, tier 1",9.87,credits,Food,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,last-longer-chew-bar-tier-1
"""Last Longer"" Chew bar, tier 2",66.76,credits,Food,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,last-longer-chew-bar-tier-2
"""Staying Power"" Seltzer, tier 1",6.58,credits,Food,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,staying-power-seltzer-tier-1
"""Staying Power"" Seltzer, tier 2",56.29,credits,Food,MacGuinness Fitness and Finery,Daedalus,490.9,Sol,staying-power-seltzer-tier-2
Basic Club,142.68,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,basic-club
Broken Slate,143.99,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,broken-slate
Frayed Lead Sap Gloves,140.06,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,frayed-lead-sap-gloves
Homemade Taser,113.88,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,homemade-taser
Little Sputter,111.27,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,little-sputter
Nail Cudgel,243.47,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,nail-cudgel
Pipe,132.21,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,pipe
Ragtag Handgun,111.27,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,ragtag-handgun
Rusty Steel Pole,142.68,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,rusty-steel-pole
Short Circuit Series Baton,6304.14,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,short-circuit-series-baton
Spark Charge,123.05,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,spark-charge
Standard Energy Frame,136.14,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,standard-energy-frame
Starfish Kris,459.46,credits,Weapon,Kraven's Things and Stuff,Daedalus,490.9,Sol,starfish-kris
Alamin Kinetic Vest,115.19,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,alamin-kinetic-vest
Amber Aegis: BD32,6445.52,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,amber-aegis-bd32
Anti-Energy Coat,247.40,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,anti-energy-coat
Anti-Energy Jump Suit,246.09,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,anti-energy-jump-suit
Anti-Energy Suit,460.77,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,anti-energy-suit
Caen’s Ribbed Jacket,728,bonds,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,caens-ribbed-jacket
Disco Catsuit,253.95,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,disco-catsuit
Enhanced Combat Vest,247.40,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,enhanced-combat-vest
Heavy Coat,134.83,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,heavy-coat
Poly-vinyl Coveralls,119.12,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,poly-vinyl-coveralls
Ragged Bomber Jacket,113.88,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,ragged-bomber-jacket
Ripped Rubber Catsuit,124.35,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,ripped-rubber-catsuit
Tarnished Combat Armor,123.05,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,tarnished-combat-armor
Unzippable Jumpsuit,136.14,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,unzippable-jumpsuit
Wire Mesh,130.90,credits,Armor,Kraven's Things and Stuff,Daedalus,490.9,Sol,wire-mesh
Voit-Kamp Relay,1.18,credits,Trade Good,Kraven's Things and Stuff,Daedalus,490.9,Sol,voit-kamp-relay
"""Last Longer"" Chew bar, tier 1",9.87,credits,Food,Kraven's Things and Stuff,Daedalus,490.9,Sol,last-longer-chew-bar-tier-1
"""Last Longer"" Chew bar, tier 2",66.76,credits,Food,Kraven's Things and Stuff,Daedalus,490.9,Sol,last-longer-chew-bar-tier-2
"""Staying Power"" Seltzer, tier 1",6.58,credits,Food,Kraven's Things and Stuff,Daedalus,490.9,Sol,staying-power-seltzer-tier-1
"""Staying Power"" Seltzer, tier 2",56.29,credits,Food,Kraven's Things and Stuff,Daedalus,490.9,Sol,staying-power-seltzer-tier-2
Basic Tactical Blade,250.02,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,basic-tactical-blade
Bewm Bewm,136.14,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,bewm-bewm
Carbon Club,250.02,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,carbon-club
Charge Cable,125.66,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,charge-cable
Copper Wire Knuckles,129.59,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,copper-wire-knuckles
Dulled Bolt Cutters,133.52,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,dulled-bolt-cutters
Ear Piercer,257.87,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,ear-piercer
Grooved Pipe,467.31,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,grooved-pipe
Interconnected Steel Rings,143.99,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,interconnected-steel-rings
OfficerC2,134.83,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,officerc2
PVP Pipe,123.05,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,pvp-pipe
Regocrete Pin,125.66,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,regocrete-pin
Slicer Pistol,145.30,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,slicer-pistol
Strange Rod,115.19,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,strange-rod
The Slice 'n Dazzle,6329.02,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,the-slice-n-dazzle
Vera,247.40,credits,Weapon,Ubina One-Life Trades,Daedalus,490.9,Sol,vera
Alamin Kinetic Vest,115.19,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,alamin-kinetic-vest
Amber Aegis: BD32,6445.52,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,amber-aegis-bd32
Anti-Energy Coat,247.40,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,anti-energy-coat
Anti-Energy Jump Suit,246.09,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,anti-energy-jump-suit
Anti-Energy Suit,460.77,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,anti-energy-suit
Corroded Combat Vest,116.50,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,corroded-combat-vest
Dented Dual Layer Vest,246.09,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,dented-dual-layer-vest
Dilapidated Leather Dress,132.21,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,dilapidated-leather-dress
PVC Cocktail Dress,246.09,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,pvc-cocktail-dress
Reinforced Jumpsuit,115.19,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,reinforced-jumpsuit
Rusted Pipe Mail,468.62,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,rusted-pipe-mail
Scuffed Riding Suit,117.81,credits,Armor,Ubina One-Life Trades,Daedalus,490.9,Sol,scuffed-riding-suit
Mil T01-V030-3.60-3.62-3.64-3.62-0.03,12,bonds,Medical,Ubina One-Life Trades,Daedalus,490.9,Sol,standard-military-stim-v22030
Beer Bottles,1.14,credits,Trade Good,Ubina One-Life Trades,Daedalus,490.9,Sol,beer-bottles
F.O.T.S Line Combat Axe,63468.86,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,fots-line-combat-axe
F.O.T.S Line Combat Mace,37451.04,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,fots-line-combat-mace
F.O.T.S. Line Com-Bat,35304.46,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,fots-line-com-bat
Freebooter's Chimeric Blaster Rifle,26581.10,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,freebooters-chimeric-blaster-rifle
Freebooter's Chimeric Rifle,25271.84,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,freebooters-chimeric-rifle
Holistic Handcannon,34984.75,credits,Weapon,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,holistic-handcannon
Battered Jerkin,2184,bonds,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,battered-jerkin
Blooded Chrome Battle Armor,36537.60,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,blooded-chrome-battle-armor
Breathe Easy Series: Razorproof Model,36674.62,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,breathe-easy-series-razorproof-model
Danger Digs: Baby Blue Line,36476.70,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,danger-digs-baby-blue-line
Danger Digs: Ruby Line,25956.92,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,danger-digs-ruby-line
Danger Digs: Sapphire Line,25698.11,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,danger-digs-sapphire-line
Elite Arc Dancer's Suit,25926.47,credits,Armor,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,elite-arc-dancers-suit
VIP Pack - 3 days,290,bonds,VIP,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,vip-3
Civ T04-V003-13.76x2-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-003
Civ T04-V005-13.76x2-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-005
Civ T04-V010-13.76x2-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-010
Civ T04-V010-15.08x2-0.05,10291.42,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v4-3-010
Civ T04-V017-13.76x2-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-017
Civ T04-V018-12.45x2-0.1,10017.39,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v4-1-018
Civ T04-V020-12.45x2-0.1,10017.39,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v4-1-020
Civ T04-V022-9.19x3-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-022
Civ T04-V024-12.45x2-0.1,10017.39,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v4-1-024
Civ T04-V025-8.32x3-0.1,10017.39,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v41025
Civ T04-V026-10.05x3-0.05,10291.42,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v4-3-026
Civ T04-V026-9.19x3-0.075,10154.41,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v4-2-026
Civ T05-V003-19.01x2-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v5-1-003
Civ T05-V003-20.33x2-0.075,12224.87,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-003
Civ T05-V005-20.33x2-0.075,12224.87,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-005
Civ T05-V005-22.31x2-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-005
Civ T05-V006-19.01x2-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v5-1-006
Civ T05-V007-14.89x3-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-007
Civ T05-V009-20.33x2-0.075,12224.87,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-009
Civ T05-V012-19.01x2-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v5-1-012
Civ T05-V014-12.67x3-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v51014
Civ T05-V014-14.89x3-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-014
Civ T05-V017-22.31x2-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-017
Civ T05-V019-13.58x3-0.075,13458.02,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-019
Civ T05-V020-20.33x2-0.075,12224.87,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-020
Civ T05-V021-13.58x3-0.075,13458.02,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-021
Civ T05-V022-12.67x3-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v51022
Civ T05-V024-19.01x2-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v5-1-024
Civ T05-V024-20.33x2-0.075,12224.87,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-024
Civ T05-V024-22.31x2-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-024
Civ T05-V026-14.89x3-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-026
Civ T05-V028-12.67x3-0.1,12072.63,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,minor-multi-stim-v51028
Civ T05-V028-13.58x3-0.075,13458.02,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-multi-stim-v5-2-028
Civ T05-V028-14.89x3-0.05,13701.60,credits,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,strong-multi-stim-v5-3-028
Mil T04-V029-6.88x4-0.03,29,bonds,Medical,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,standard-military-stim-v42029
"""Quick feet"" Soda, tier 4",2116.14,credits,Food,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,quick-feet-soda-tier-4
"""Quick feet"" Soda, tier 5",2938.23,credits,Food,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,quick-feet-soda-tier-5
"""Smooth Talker"" Snack, tier 4",2298.82,credits,Food,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,smooth-talker-snack-tier-4
"""Smooth Talker"" Snack, tier 5",3120.92,credits,Food,Crenshaw's Curiosities,Spirit of New York City,5709.0,YZ Ceti,smooth-talker-snack-tier-5
Dissident Disincliner,34619.38,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,dissident-disincliner
F.O.T.S Line Combat Sledge,34771.62,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,fots-line-combat-sledge
Freebooter's Chimeric Sniper Rifle,25941.70,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,freebooters-chimeric-sniper-rifle
Graphite Demise,36157.00,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,graphite-demise
Improved Taungoo Brick,53162.21,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,improved-taungoo-brick
Jade Tactical Shotgun,46524.54,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,jade-tactical-shotgun
Jade Tactical Shotgun: Mark II,46037.38,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,jade-tactical-shotgun-mark-ii
Wreck Runners Retribution,46554.99,credits,Weapon,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,wreck-runners-retribution
Battered Jerkin,2184,bonds,Armor,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,battered-jerkin
Blooded Chrome Battle Armor,36537.60,credits,Armor,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,blooded-chrome-battle-armor
Danger Digs: Baby Blue Line,36476.70,credits,Armor,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,danger-digs-baby-blue-line
Danger Digs: Ruby Line,25956.92,credits,Armor,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,danger-digs-ruby-line
Danger Digs: Sapphire Line,25698.11,credits,Armor,Sleeping Satellite Gifts,Spirit of New York City,5709.0,YZ Ceti,danger-digs-sapphire-line
